"text_data","tax","abortion","economy","education","energy","environment","unemployment"
"RT @TweetEverstrong: FLASH: Mitt Romney to admit that he smoked a little Romneycare but he never inhaled.",0,0,0,0,0,0,0
"RT @DinkyShop: Ryan's wife is a tax attorney?? Lol.. #ReleaseTheTaxes !! #RomneyShambles #Romney #Ryan #p2 #uppers",1,0,0,0,0,0,0
"RT @grammy620: Did Obama tell you that he's taking $716 billion OUT of #Medicare & putting it in #Obamacare? http://t.co/lMAXJhAI #P2",0,0,0,0,0,0,0
"RT @morninggloria: Romney not releasing his tax returns provides great distraction from the fact that he hasn't released any good ideas, ...",1,0,0,0,0,0,0
"Ryan blames looming defense cuts on Obama... https://t.co/MMf944iK",0,0,0,0,0,0,0
"RT @imfabulous13: Paul#Ryan: Obama's plan destroys #Medicare by strengthening it, while my plan strengthens Medicare by killing it. #Rom ...",0,0,0,0,0,0,0
"RT @FLNJItalia312: Barack Hussein Obama, the Foreign Student, who gets into Ivy League schools with bad grades and NO MONEY http://t.co/ ...",0,0,0,1,0,0,0
"RT @kerpen: Obama paraphrase: Politicians should NEVER dictate women's health decisions -- we empower IPAB bureacrats to do that!",0,0,0,0,0,0,0
"RT @grivno: Manipulation: Docs reveal Obama administration 'cooking the books' to achieve record deportation numbers http://t.co/Lt7EgqX ...",0,0,0,0,0,0,0
"RT @weywerdSun: MSNBC Host Chuck Todd Calls Out Iowa Governor For Lying About Obamaês Welfare Waivers http://t.co/lq5OWfy9 via @thinkpro ...",0,0,0,0,0,0,0
"Romney Broke The Law By Raising Money From Foreign Donors. Should He Be Disqualified? http://t.co/JtDBpDQP via @AddInfoOrg #tcot",0,0,0,0,0,0,0
"RT @TheDailyEdge: SERIOUSLY: After today's pathetic ""welfare"" ad, TIME asks ""How incompetent is the #Romney campaign?"" http://t.co/SnSJ8 ...",0,0,0,0,0,0,0
"RT @EDinCali: Let it be known the cruelest assault on the poor is by obama/left, hiking food, gas and utility prices it effects them mo ...",0,0,0,0,1,0,0
"Romneyês Energy Plan to Heat the Planet | NationofChange http://t.co/Gu1xC1nW via @nationofchange",0,0,0,0,1,0,0
"RT -> #Obama Campaign Sues 2 Restrict #Military #Voting - #Freedom Outpost http://t.co/NK4tlJmQ #USMC #Navy #Army #USAF #TeaParty #tcot #USA",0,0,0,0,0,0,0
"Obama directing Depart of Defense to ""encourage"" its vendors to speed up purchases of lamb, pork and beef and freeze it for later use.",0,0,0,0,0,0,0
"RT @hbcampbell: Why can't #Marines in Iraq collectively bargain? Where's Obama-the community organizer-for them? #Obama #Obama2012 #OFA",0,0,0,0,0,0,0
"RT @bardgal: Even More proof all Tax Felon Romney & the TEAGOP have are LIES 24/7. #ReleaseTheTaxReturns http://t.co/MTJAnVqi",1,0,0,0,0,0,0
"RT @NicholsUprising: Jeb Bush says Obama should stop blaming his brother for economy that was wrecked by policies of, um, er, his brothe ...",0,0,1,0,0,0,0
"RT @prfekrdumbrella: A real hero, died today, Todd Jones, one of our finest the Navy Seal who shot Bin Laden, killed in Battle today not ...",0,0,0,0,0,0,0
"#FavoriteLimbaughMovies Solyendra Project how to payback your friends using tax $$ directed by Obama",1,0,0,0,0,0,0
"RT @Libsrdesryingus: Our Society has come down to GOOD vs UN-Moral. Do U know the #Difference #p2 #ows HINT #Abortion-Bad #BuyingVotes-B ...",0,1,0,0,0,0,0
"RT @EditMeDavid: Rut roh. ""Special ops group attacks Obama over bin Laden bragging, leaks"" http://t.co/6HYI7BJZ",0,0,0,0,0,0,0
"#obama2012 #BettingOnAmeria: Your tax dollars on his Roulette table where every bet is a losing proposition. #Union #p2 #p2b #ows #NAACP",1,0,0,0,0,0,0
"RT @FactsAboutMitt: Romney wrote RomneyCare Op-ed: ""Health Care for Everyone? We Found a Way."" April 11, 2006 - Wall Street Journal htt ...",0,0,0,0,0,0,0
"RT @keder: The leftist boycott of #ChickFilA is the first actual economic stimulus of the Obama era.",0,0,1,0,0,0,0
"RT @iowahawkblog: Ryan budget got 218 votes in the house, 41 in senate. Obama budget got 0 votes in house and senate- 3 times.",0,0,0,0,0,0,0
"Your Health: Obama-Biden and Government Unions http://t.co/laHcNi8b #tcot",0,0,0,0,0,0,0
"Obama Campaign Says Military Absentee Voting is Unconstitutional http://t.co/1aggHTzp",0,0,0,0,0,0,0
"What this country needs is not a Celebrity President like Obama but a competent President who understands the complexities of this economy",0,0,1,0,0,0,0
"RT @gerfingerpoken: @ttjemery (IBD) Navy SEALs 2 Obama: U Didn't Kill Osama - We Did. U leaked our secrets 2 terrorists. http://t.co/Jp8 ...",0,0,0,0,0,0,0
"FOOD PRICE NEWS #GOP #Mitt #Romney promises to double down on OIL pump pollute after reading A new scientific paper http://t.co/a1DBrG2I",0,0,0,0,1,1,0
"#totd ""#breaking #news Adviser says Romney to release 2011 tax return by October 15 ..."": ""#breaking #news... http://t.co/hZeGI4FA",1,0,0,0,0,0,0
"@RonReaganShow Fair and balanced when responsible journalists don't call out Romney on taxes, IRA, lies re welfare, hat tip to birthers?",1,0,0,0,0,0,0
"Mitt Romney's Audio Remarks on the State of the Economy: http://t.co/yei0VRNQ #tcot #RomenyRyan2012",0,0,1,0,0,0,0
"Another One Bites The Dust! http://t.co/8vL0hkcv #tcot #Ccot #MITT2012 #teaparty #LNYHBT #GOP #ProIsrael #Israel #TRUTH",0,0,0,0,0,0,0
"Coal miners lost pay when Mitt Romney visited their mine to promote coal jobs | http://t.co/GKskVwQp http://t.co/VkYotAEj",0,0,0,0,1,0,1
"RT @GottaLaff: VIDEO: Romney –supports Paul Ryanês budget which could cut education by 20%.” http://t.co/1qeVPOPZ",0,0,0,1,0,0,0
"RT @dbe928: RT did they eat pork? Should have; #Deluded –@ConNewsNow: 'Rabbi for Obama' dined with Mahmoud Ahmadinejad - http://t.co/urs ...",0,0,0,0,0,0,0
"Fact: A majority of recent candidates did release far more than two years of tax returns. So Romney lags behind most of the pack.",1,0,0,0,0,0,0
"RT @Mass_Con: CBS OMITTED THIS CLIP FROM THE 60 MINUTES INTERVIEW! Share it to EVERYBODY! Romney/Ryan on Medicare: Spread the word! htt ...",0,0,0,0,0,0,0
"RT @Translation_Is: @CNN Dana Bash confirms 2nd source Romney paid no tax for ten years: http://t.co/6rDTuuJ6 @NBC @NBC @CBS @SMShow",1,0,0,0,0,0,0
"How much would you pay under Mitt Romney's tax plan? Use this simple online calculator to find out: http://t.co/hj9gpSfI",1,0,0,0,0,0,0
"RT @The_Enforcer24: Romney calls on Reid to reveal source as fact-check sites challenge tax claim | Fox News http://t.co/yH3hQUFr via @f ...",1,0,0,0,0,0,0
"Tell @GovernorCorbett PA cannot afford to have an Obama health exchange. Sign the petition http://t.co/zNIGE7Dz #handsoffPA",0,0,0,0,0,0,0
"Murray Energy Miners Allege They Had To Give Up Pay To Attend 'Mandatory' Romney Rally (AUDIO) http://t.co/wbUvvTJU",0,0,0,0,1,0,0
"Tanking the economy is what Republicans want to do. Then people will blame Obama for failure. #Lastword",0,0,1,0,0,0,0
"RT @GodKinCountry: Watch Attendees of Obama/Fluke Campaign Event Crumble Under Simple Contraception Questions http://t.co/jvvNhvCI",0,1,0,0,0,0,0
"[Conservative Blogs] No, Seriously, Romneyês Running on Medicare http://t.co/fkxIsvt9 #tcot",0,0,0,0,0,0,0
"""@cutiepi2u: The Blaze: Was Obama admitted to Columbia as a #foreign exchange #student? http://t.co/Y9Oi6dhJ #Florida #Ohio #WI #MI #VA #CO",0,0,0,0,0,0,0
"Romney Energy Plan Means More Costs For Taxpayers, More Profits For Big Business http://t.co/NfWezKCC via @AddInfoOrg",1,0,0,0,1,0,0
"The Romney Plan for Economic Recovery - http://t.co/JfErfqYa http://t.co/Juv6sHHK",0,0,1,0,0,0,0
"@truthteam2012 And Obama was involved in the largest Tax increase in history. I know which one I hate more",1,0,0,0,0,0,0
"Obama is doing great 8.3 unemployment now! http://t.co/vlzAlNOD",0,0,0,0,0,0,1
"""I am in this race because I want to get America back on the right track."" ~ Mitt Romney http://t.co/jsqqJXKg #Mitt2012 #jobs #economy #tcot",0,0,1,0,0,0,1
"Mitt Romney Demands John Kerry's Wife's Tax Returns, Annoys Even Fox & F...: http://t.co/GsJoyH1E via @youtube",1,0,0,0,0,0,0
"Obama #Catholic Support Cut In Half - Only 27% of Catholics Support Abortion President Obama http://t.co/nNzac9zL @barackobama ..",0,1,0,0,0,0,0
"RT @jesseclee44: Despite an avalanche of misinformation, this is happening --> ""A New Wind Blowing: Obamaês Clean Energy Revolution"" ...",0,0,0,0,1,0,0
"RT @AmericanLegion: Romney: ""Our foreign policy should take a page from the U.S. Marines: No better friend, no worse enemy. "" #LegionCon ...",0,0,0,0,0,0,0
"#AARP has breeched its fiduciary duty to its members by colluding with the Obama Admin to STEAL Medicare funds promote ObamaCare #tcot #tlot",0,0,0,0,0,0,0
"@FreakOutNation:@AnnDRomney defends NOT releasing #TaxReturn info. We hve a #BlindTrust.#Mitt said THEY were scams tho? http://t.co/uzfi0Hqb",1,0,0,0,0,0,0
"Aprove Keystone XL pipeline!!! RT @slone: ROMNEY: U.S. should be energy independent in 8 years http://t.co/gj2wJXwh #tcot #tlot #gop",0,0,0,0,1,0,0
"RT @RomneyBus: The Romney Plan For A Stronger Middle Class bus tour starts tomorrow in Virginia. Follow the tour and share your photos w ...",0,0,0,0,0,0,0
"RT @TeamRomney: .@MittRomney campaign: Glaring gaps invalidate tax analysis http://t.co/NkSDaYei #Mitt2012",1,0,0,0,0,0,0
"Look 4 huge growth in private & home schools to avoid chaotic schools Obama backs race-based school discipline policies http://t.co/V3dOKGCB",0,0,0,1,0,0,0
"RT @Donna_West: Does it matter if Reid source exists or not? Real questions is Romney's tax return. Bottom line? Mitt, #ReleasetheReturn ...",1,0,0,0,0,0,0
"RT @jfeet28: Obama: First President to apply for college aid as a foreign student, then deny he was a foreigner.",0,0,0,0,0,0,0
"RT @izzysroses: @DavidLimbaugh THIS IS AN OUTRAGE! Obama Campaign Sues to Restrict Military Voting http://t.co/GkylHwYY via @sharethis",0,0,0,0,0,0,0
"RT @incognito912: #Military voting rights are in danger http://t.co/Y8hDoft2 #Obama's claims out of court don't match his legal argument ...",0,0,0,0,0,0,0
"@CindyCoops I hope Romney counters the tax argument, if it comes up in debates, with the Fast & Furious docs.",1,0,0,0,0,0,0
"Romney, Presdential & confident presser w whiteboard & BFranklin T lays out Medicare case capably. Ntwrks cut away because its good optics",0,0,0,0,0,0,0
"Paul Ryan to follow Romneyês lead, release two years of tax returns - The Hill's Ballot Box http://t.co/7xVrQzV7",1,0,0,0,0,0,0
"RT @Ted_Newton: #ObamaEconomy right here: ""Gas prices climb 30 cents a gallon"" http://t.co/V9ZxzT2u via @CNNMoney #tcot #p2 #mitt2012",0,0,0,0,1,0,0
"Obama may have said let's talk to Iran, but I think the Stuxnet trojan did the talking. #GOP2012 #RNC2012",0,0,0,0,0,0,0
"@edshow #Romney is UnAmerican if he didn't pay taxes for 10 years as #Reid claims. #RomneyShambles",1,0,0,0,0,0,0
"Fox & Friends: ""Is the iPhone 5 $800?"" ""It was on Drudge, so I'm sure it's true."" ""Because of Obama regulations!"" ""And taxes on success!""",1,0,0,0,0,0,0
"RT @JimPethokoukis: Sorry, Stephanie Cutter, the Obama recovery hasn't created more jobs than the Reagan recovery http://t.co/VSPF8iqM",0,0,1,0,0,0,1
"RT @Blakfuzhun: You know, Iêm ok loosing friends over #Obama2012 and same sex marriage. Iêll make new gay friends and attend exquisite w ...",0,0,0,0,0,0,0
"–@JCinQC:Hey Obama! Yeah, you Barack! The 8.3% unemployment rate? You DID build that yourself w/the crushed dreams of millions of Americans",0,0,0,0,0,0,1
"RT @lanheechen: Tax Policy Center ""study"" on @MittRomney tax plan debunked again; nothing more than a fairy tale: http://t.co/QxnQlpbt # ...",1,0,0,0,0,0,0
"RT @thinkprogress: Watch CNN host school Romney's campaign chair over false welfare attacks http://t.co/dgPB90la",0,0,0,0,0,0,0
"RT @VRWCTexan: .@KelliSRon Obama believes stiffing the US Taxpayers by $25M (or more) is just fine as long as he's turning GM ownership ...",1,0,0,0,0,0,0
"RT @rbaker65708: Mitt Romney WHY don't you pay your TAXES. YOUR A sneaky low life.Trying to get in the White House with all this baggage",1,0,0,0,0,0,0
"RT @theblaze: Haley: If this pres refuses to secure our borders, refuses to protect our states from illegal immigration, states have to ...",0,0,0,0,0,0,0
"FRAUD #MittRomney used Editorial by #Virginia Gov for LIES on Welfare--READ RT http://t.co/aQb1hjwF #p2 #ConnectTheLeft #WarOnWomen #Fem2",0,0,0,0,0,0,0
"RT @HuffPostPol: Why Mitt Romney's jobs plan is all talk, no data http://t.co/ejXfpffA",0,0,0,0,0,0,1
"RT @luketadams: The GOP blocking Obama's economic policies and then blaming him for the economy is like a bully who trips you and then c ...",0,0,1,0,0,0,0
"RT @TheDemocrats: Romney asked for ""several years"" of tax returns from potential VPsãbut he still won't release several years of his own ...",1,0,0,0,0,0,0
"Obama wants to tax small businesses as high as 44.8%. It's 15% in Canada. http://t.co/2YZpurAl #pennsylvania #cnn",1,0,0,0,0,0,0
"Romney Pushes 'Shameful' Military Voting Lie | Care2 Causes http://t.co/Pyjt0UId | Is there a lie or distortion he is unwilling to use?",0,0,0,0,0,0,0
"RT @jerusalemreport: Romney running mate Paul Ryan committed to Israel's security http://t.co/7UIvpqcE",0,0,0,0,0,0,0
"NMX: McCain: Obama Leaks on bin Laden Raid, Security •Unconscionableê http://t.co/mytjYCR9",0,0,0,0,0,0,0
"#NSA, #Pentagon Using Elementary Schools to Train Future Federal Agents: http://t.co/w75cnyNN #tcot #tiot #NWO #Obama #education #homeschool",0,0,0,1,0,0,0
"Syria is bombing themselves back into the stone age. this is good thing. did obama go over there and bow and make things better?",0,0,0,0,0,0,0
"@Bush46 ; Agreed. #Mitt $0 tax for 10 yrs, isn't gonna play well. But hey, maybe Fox #News can rig an #Obama / IRS Filegate out of it... ;^)",1,0,0,0,0,0,0
"RT @Adenovir: Meanwhile, David Stockman, Reagan's budget director says the Romney/Ryan budget is crap. #RNC2012",0,0,0,0,0,0,0
"Just wondering how much Romney pays his tax attorneys to take advantage of every trick in the book! #p2 #connecttheleft #tcot",1,0,0,0,0,0,0
"RT @philipaklein: Not cool RT @trscoop: Bob Beckel: Romney had a fundraiser in Israel with a bunch of ""diamond merchants"" http://t.co/dQ ...",0,0,0,0,0,0,0
"RT @OTOOLEFAN: RT @thinkprogress: A total of 21 prominent Republicans have called on Romney to release more tax returns http://t.co/lcJJIbb2",1,0,0,0,0,0,0
"RT @MMcLeieer: New product! Romney/Ryan Anti Perspirant! Guaranteed to eliminate BO! Caution,will make liberal people sweat! @MittRomney ...",0,0,0,0,0,0,0
"RT @theMRC: CNN Barely Mentions Romney's Energy Policy; Hypes Bain Capital 'Distraction' http://t.co/zJnJpi1H",0,0,0,0,1,0,0
"RT @AnnCoulter: Obama has invited scrutiny regarding his gay lovers by refusing to discuss it.",0,0,0,0,0,0,0
"RT @NathanHale1775: Unemployment for women has risen from 7.3% to 8.1% under Obama. 863,000 have lost jobs #p2 #tcot #tlot",0,0,0,0,0,0,1
"RT @CrockettLives: OBAMA NATION: The Government Is Bankrupt and Will Destroy the Economy http://t.co/V82OVFii #tcot",0,0,1,0,0,0,0
"RT @Arianna8927: The Newsweek cover story is a joke. It puts the entire recession on Obama's watch, including Bush's last year! http: ...",0,0,1,0,0,0,0
"RT @BettysBoomin: I am a woman,A mother. I pay taxes. I elect politicians for MY better interest,NOT their own. #paulryan is NOT my dad ...",1,0,0,0,0,0,0
"RT @jeremyscahill: Bin Laden would have been mentioned a million times at the RNC if Obama was an incumbent Republican president",0,0,0,0,0,0,0
"RT @vibora_volando: Too bad his advisor says Obama does cut Medicare by $700b http://t.co/HKcbbO1U / you kids need to read more",0,0,0,0,0,0,0
"RT @Lib_Librarian: Funny, #MSMFail weren't whining about the ""ugly"" campaign while Obama was being called a socialist, Muslim, un-Americ ...",0,0,0,0,0,0,0
"RT @suzibasterd: Obama Already Gutting Medicare; the Ryan Plan Will Bring it Back http://t.co/bSt7dHNB #twisters #tcot #WAR",0,0,0,0,0,0,0
"RT @jjauthor: Hmmm _ it seems Vladimir V Putin & Barack H Obama do have something in common. They are living in luxury _ for the people!",0,0,0,0,0,0,0
"Oh, and I highly doubt Obama is the reason you made it to college. I mean, whatever would we do without him getting us to higher education.",0,0,0,1,0,0,0
"@DelegateDonna The stunning rise in black unemployment since Obama took office shows he doesnt have their best interest at heart. Just facts",0,0,0,0,0,0,1
"Obama's Economic Delphi Horror Story : http://t.co/k3kxBThP #Obama #Obama2012 #OFA",0,0,1,0,0,0,0
"Left obsesses over Romney's tax returns, forget that BO kept co w/ Bernadine Dhorn, bill Ayers, Jeremiah Wright...where is the OUTRAGE!",1,0,0,0,0,0,0
"RT @jjauthor: Larry @KudlowReport: –Obama would rather punish the wealthy than fix the economy.” Ainêt that the truth!",0,0,1,0,0,0,0
"Everyone has asked to see your tax returns Romney : êNo one has asked to see my birth certificateê http://t.co/DpoR2InA via @NBCFirstRead",1,0,0,0,0,0,0
"RT @TheNewDeal: 4.5 Million Jobs Created, 30 Million Insured, Taxes at 60 Year Low, Iraq War Over, Gaddafi & Bin Laden Dead, GM Aliv ...",1,0,0,0,0,0,1
"RT @marklevinshow: Obama brutalizing the middle class http://t.co/NXTg3sOo http://t.co/nRBXiMUD",0,0,0,0,0,0,0
"RT @denniskneale: Nat-gas boom in US drove this startling drop in CO2 emissions--yet Obama opposes fracking, aims to curb nat-gas permits.",0,0,0,0,1,0,0
"RT @ttoelke: Under President Obama's policies debt is on course to approach 200% of GDP in '37 continuing to reduce growth (jobs) http:/ ...",0,0,1,0,0,0,1
"RT @Commentary: Here's the problem with those sanctions: http://t.co/5cxjMexy RT @stefcutter: Under Obama, Iran faces harshest sanctions ...",0,0,0,0,0,0,0
"@cmccaff542 PR economy was in bad shape when he took over - he's had the courage to make the tough calls - Obama should follow his example",0,0,1,0,0,0,0
"Obama Back to Class Warfare Strategy with Bush-Era Tax Cut Extension Scam!. #teaparty #tcot #tlot #ocra http://t.co/IO26XU2f",1,0,0,0,0,0,0
"Tea Partier Ted Cruz Schools Lib on Obama's Budget: 'It Got Zero Votes!' - Ted Cruz - Fox Nation http://t.co/Tddg7NaJ",0,0,0,1,0,0,0
"Which is more important, fake tax violations in Harry Reid's head OR real campaign violations by Obama campaign? http://t.co/z18hM4HB #tcot",1,0,0,0,0,0,0
"Mitt Romney Tax Returns May Have Employed Legally Dubious Maneuvers, Tax Experts Say http://t.co/fSiyuo6G via @HuffPostPol",1,0,0,0,0,0,1
"RT @techweenie: Romney is critical of the president who presided over the recovery from the Great Recession, but not of the president wh ...",0,0,1,0,0,0,0
"@TeamBachmann Stop talking about""Muslim Investigation""!Have to keep it secret,or else#Obama will hide the terrorists!#BloodOnYrHands#p2#tcot",0,0,0,0,0,0,0
"@EricBoehlert yes we're not going to give you our tax plan unless you elect us-->Look over there media ugly campaign from Obama! Idjuts",1,0,0,0,0,0,0
"Coal miners say they were forced to attend Romney event and donate | The Raw Story http://t.co/vcoOQhQS",0,0,0,0,1,0,0
"RT @NationalMemo: ""..Mitt Romney appears to have blundered his way into a bona fide political disaster with his tax plan."" @JonathanChai ...",1,0,0,0,0,0,0
"HIS MUSLIM PRAYERS COME TRUE: Obama Hosts Ramadan Dinner at the White House. NEXT UP: Complete the Destruction of America from within. #tcot",0,0,0,0,0,0,0
"RT @Korkie: Obama OKs old earmarks for highway projects http://t.co/OXbyKvuy || Hey GOP: THIS is how you create JOBS.",0,0,0,0,0,0,1
"RT @shurst721: Obama wants to cut our defense budget and take away our Militarys' voting rights. Pray for our country and vote against O ...",0,0,0,0,0,0,0
"RT @BarackObama: FACT: Since taking office, President Obama has cut taxes for the typical American family by $3,600. #progress",1,0,0,0,0,0,0
"RT @townhallcom: Katie Pavlich: Special Forces to Obama: You Didn't Kill Osama bin Laden, America Did: A group of former special ... htt ...",0,0,0,0,0,0,0
"RT @lovenheim: Even Condi Rice ""could not offer any specific foreign policy failures"" under the Obama admin. http://t.co/sUx8mwLG via @t ...",0,0,0,0,0,0,0
"RT @FranklinCenter: Military groups seek to join Obama v. Husted voting lawsuit - http://t.co/1WUmRVwr",0,0,0,0,0,0,0
"When Obama said he was cutting the deficit in half, he meant he would cut it in half & add it to the current debt. #10into15",0,0,0,0,0,0,0
"Why Mitt Romney's Tax Plan Just Won't Work - Derek Thompson - The Atlantic http://t.co/s2Bahw8G",1,0,0,0,0,0,0
"RT @ToddAkin: Claire & Obama want more government, more taxes, more Obamacare, more borrowing, and more spending http://t.co/Hx15Dgt ...",1,0,0,0,0,0,0
"Next to the debt clock they should have a politician clock that shows how little they pay in taxes with each passing minute #GOP2012",1,0,0,0,0,0,0
"RT @blc72: The obama way: You must have health insurance to be a citizen, but you donêt need proof of citizenship to vote",0,0,0,0,0,0,0
"RT @HuffPostPol: Romney sought nearly $800k in 2008 tax credits because of his foreign holdings http://t.co/JVDcS6Im",1,0,0,0,0,0,0
"Obama will act like war with Assad, mahmoud is beginning while Egypt erases Israel! Middle eastern Antichrist!",0,0,0,0,0,0,0
"RT @ashley8469 CNN: Wife of steelworker in new Obama Super PAC ad still had job and health insurance after he... ht... http://t.co/qiz6flde",0,0,0,0,0,0,0
"RT: BarackObama: President Obama: –We created a college tax credit thatês saving families up to $10,000 for college ... http://t.co/Z7QY035p",1,0,0,0,0,0,0
"RT @rushisntfunny: #Romney/Ryan take away benefits for seniors, even as they find room in their tight budgets to cut taxes for the wealt ...",1,0,0,0,0,0,0
"RT @politicususa: In Major Gaffe Paul Ryan Says He Wants to Eliminate Romney's Tax Shelters http://t.co/wohbuTkO via @politicususa #p2 # ...",1,0,0,0,0,0,0
"#Romney's Shifty #Deficit Plan Shifts From US So A Few Can Have #More (Plus Star Trek!) | http://t.co/Dor2lV5E",0,0,0,0,0,0,0
"RT @NolteNC: Focusing on Reid insread of Obama over this tax smear is playing right into the Obama campaign's hands. #Distraction #Obama ...",1,0,0,0,0,0,0
"RT @JasonBWhitman: Actually, he will restore what your boss raided RT @bradaschenck: The Medicare promise was made long ago. Mitt Romney ...",0,0,0,0,0,0,0
"RT @RonFutrell: The War the Dems hated (Iraq) we won thanks to the Bush Surge. The War the Dems wanted (Afghanistan) has turned into an ...",0,0,0,0,0,0,0
"The ""New Normal"" =liberal B.S. Reclaim & Restore with Romney & Ryan http://t.co/LsOJwdvU Must see thie energy. #TeaParty #TCOT #GOP",0,0,0,0,1,0,0
"RT: TheDailyEdge: If #Romney can't even release last year's taxes till October 15, how the fuck will he get all the ... http://t.co/E4LFjZ13",1,0,0,0,0,0,0
"RT @BarackObama –The decisions that affect a womanês health arenêt up to politicians or insurance companiesãtheyêre up to you.”ãPres. Obama",0,0,0,0,0,0,0
"RT @iowahawkblog: Ryan budget got 218 votes in the house, 41 in senate. Obama budget got 0 votes in house and senate- 3 times.",0,0,0,0,0,0,0
"Reagan's budget director says Romney/Ryan budget is devoid of any credible math and will do nothing to reverse our job or economic problems.",0,0,1,0,0,0,0
"RT @JaySekulow: #Immigration agents to sue Obama admin http://t.co/Xvoh6TL3 Agents upset because they not allowed to enforce the law Ple ...",0,0,0,0,0,0,0
"RT @rovibe71: US arms sales to other nations increased 200% last year under Nobel Peace Prize winner Barack Obama: http://t.co/EmyxS2Wt ...",0,0,0,0,0,0,0
"RT @FloridaJayhawk: This is a boot on the throat of America's seniors. http://t.co/ukJQPKPA Obama Democrats have raided Medicare to fun ...",0,0,0,0,0,0,0
"RT @tigress1978: Hey Seniors, Obama blatantly and proudly STOLE $700Billion of YOUR MONEY from Medicare? Whatcha think bout that? #Senio ...",0,0,0,0,0,0,0
"@Toupsfamily I will pee on your graves on my way to heaven after voting for President Obama, I value the POOR more than your stupid abortion",0,1,0,0,0,0,0
"RT @JudicialWatch: Judicial Watch Obtains Stack of •Overlookedê CIA Records Detailing Meetings with bin Laden Filmmakers: Obama Dep... h ...",0,0,0,0,0,0,0
"RT @PMgeezer Obama's Healthcare Reform saves $716 Billion in fraud & abuse & corp. subsidies & saves Medicare. Thnk You #IPAB #AARP #tpp",0,0,0,0,0,0,0
"I'm sorry I look at the shape of our country, foreign policy. All the lies that come from Obama & I'm furious just fucking furious",0,0,0,0,0,0,0
"RT @ghhshirley: We #HaveHisBack because Obama understands that without guaranteed access to healthcare, there can be no pursuit of happi ...",0,0,0,0,0,0,0
"RT @conniejimjoe: Bain Closes U.S. Plant, Forces Workers to Train Chinese Replacements http://t.co/cE3SRsaj via @dailyfinance",0,0,0,0,0,0,0
"RT @gaburke: False. That's what @Politifact says abt claims by @arturdavis in #GOP2012 speech referencing health care & welfare. #VA ...",0,0,0,0,0,0,0
"Democrats said Romney could clear up any confusion about his taxes by disclosing them to the public.",1,0,0,0,0,0,0
"RT @Kerryepp: Fact> the first economic stimulus under Obama that worked > http://t.co/2MKFOSOy #chickfila #cfa",0,0,1,0,0,0,0
"Remember when #Obama requested #Putin give him more time for ""flexibility"" on issues like missile defense #tcot #sub http://t.co/NpYUFSDo",0,0,0,0,0,0,0
"Obama's ""Peace"" partner Taliban opens fire, kills 11 Afghan police http://t.co/jOoEmLCV",0,0,0,0,0,0,0
"RT @LOLGOP: If Ryan and Romney are elected and do as Mitt promises, Medicare will be bankrupt in 2016.",0,0,0,0,0,0,0
"GSA_ with the Blessing of the Obama WH _ Tells Law Enforcement to –Stand Down” Against Occupy Protestors http://t.co/1ghAJzJr",0,0,0,0,0,0,0
"RT @BettinaVLA: Ryan goes on offense over Medicare, accuses Obama of treating program like •piggy bankê http://t.co/ylRoQe71",0,0,0,0,0,0,0
"RT @RockyAnderson: (a) Climate protection, strong middle class, help the poor; (b) Tax cuts for the rich; (c) None of the above. (a) Roc ...",1,0,0,0,0,0,0
"GOVT WATCH => The Lamest Defense of Obama Yet http://t.co/sAkYJsnM #912 #ocra #ucot #rs #tcot #tlot #sgp",0,0,0,0,0,0,0
"RT @WarrenDirk: @mikekaney1 President Obama has already created more jobs in 3 1/2 years than Bush did in 8 years",0,0,0,0,0,0,1
"RT @Barkingskwerl: Every woman in this country should vote to reelect Pres Obama. Your health depends on it! #p2",0,0,0,0,0,0,0
"PRIEBUS: Obamaês economy hits the dinner table http://t.co/hzG496xA",0,0,1,0,0,0,0
"@RBPundit (IBD) Navy SEALs 2 Obama: U Didn't Kill Osama - We Did. U leaked our secrets 2 terrorists. http://t.co/Jp8of37h",0,0,0,0,0,0,0
"RT @Kahsai: Mitt Romney's Medicare whiteboard was a whitewash. @stefcutter lays out what you need to know: http://t.co/YbPdZmGo",0,0,0,0,0,0,0
"""@luvGodncountry: Obama: Not my job to convince folks Iêm a Christian - http://t.co/Jj1ODmMu"" He could fool Israel + USA",0,0,0,0,0,0,0
"Israel: You Know, An Obama Visit Would Help http://t.co/eBdcXHTh via @sharethis",0,0,0,0,0,0,0
"Paul Ryan: Obama cut $716b from Medicare to fund Obamacare. We offer plan to save, protect & strengthen it http://t.co/uBX8LTWv #tcot #p2",0,0,0,0,0,0,0
"Via @townhallcom: McConnell at RNC: Obama's Playing ""Thelma & Louise Economics"" With America... http://t.co/sclxeLXM #twisters #teaparty",0,0,1,0,0,0,0
"Here Is the LGBT Rights Record of Paul Ryan Who Reports Say Is The Romney Pick for Veep | http://t.co/EKjfOj9z: http://t.co/smff3gk8 #NOH8",0,0,0,0,0,0,0
"RT @utaustinliberal: In Bain docs. released by Gawker, @ABC found that Romney used tax blockers to avoid paying taxes on current investm ...",1,0,0,0,0,0,0
"Donald Rumsfeld: Obama Can't Be Trusted, Israel Should Go It Alone http://t.co/nRcVG6cq via @sharethis",0,0,0,0,0,0,0
"What Romney and Ryan Should Know About China: http://t.co/XNuEKhDZ",0,0,0,0,0,0,0
